doi,grant_id,grant_n_current_dois,grant_has_doi,grant_has_no_doi_after_recovery,grant_title,grant_award_year,grant_pi,grant_institution,grant_program_name,grant_goal_text,grant_institution_type,grant_n_direct_dois,grant_n_source_dois_with_meta,grant_n_meta_analyses,grant_n_dois_in_submitted_direct_search,grant_direct_search_scope,grant_n_meta_dois_in_submitted,grant_meta_search_scope,grant_ies_title,grant_ies_pi,grant_ies_awardee,grant_ies_project_type,grant_ies_year,grant_ies_program_name,grant_ies_program_topic,grant_ies_award_page_url,grant_ies_institution_type_from_name,grant_institution_type_source,grant_institution_type_detail,grant_n_products_total,grant_n_products_with_doi,grant_n_products_without_doi,grant_had_any_eric_output,grant_center,grant_topic_area,grant_topic_source,grant_grant_design_class,grant_grant_subject_area,paper_is_empirical,paper_is_meta_analysis,paper_nonempirical_reason,paper_empirical_confirmed,paper_src_original,paper_src_eric_r3,paper_src_manual,paper_src_canonical,paper_src_crossref,paper_src_lydia_fill,paper_openalex_id,paper_title,paper_year,paper_date,paper_language,paper_type,paper_cited_by_count,paper_fwci,paper_is_retracted,paper_is_oa,paper_oa_status,paper_primary_topic,paper_primary_field,paper_abstract,paper_year_source,meta_doi,meta_openalex_id,meta_title,meta_type,meta_year,meta_is_meta_analysis,meta_evidence,meta_epmc_pubtypes,meta_abstract,is_center_grant,institution_is_firm,institution_type_4_0
10.1111/j.1468-0297.2006.01075.x,R305A040043,24,TRUE,FALSE,National Research and Development Center on School Choice,2004,Ellen Goldring,Vanderbilt University,Education Research and Development Centers,Multiple Goals,Uni,17,NA,0,10,partial,NA,NA,National Research and Development Center on School Choice,Ellen Goldring,Vanderbilt University,Other,2004,Education Research and Development Centers,Innovation in Education Reform,https://ies.ed.gov/use-work/awards/national-research-and-development-center-school-choice,Uni,06b live IES award page,University,47,10,37,TRUE,NCER,Policy,IES program topic,Other,Policy,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,https://openalex.org/W3123858852,The Efficacy of Choice Threats within School Accountability Systems: Results from Legislatively Induced Experiments,2006,2/28/2006,en,article,124,45.2278,FALSE,FALSE,closed,School Choice and Performance,Social Sciences,"2002 2006 Targeted stigma stigma and and and school school school voucher threats threats threats under under a revised Florida accountability accountability accountability accountability law have have positive impacts on performance as measured by by the the the the test score gains of their students. In contrast, public choice US federal law, No Child Left Behind, do not similar effects in Florida. Estimation relies upon upon individual-level data is is based regression analyses that exploit discontinuities within within regimes. Choice embedded regimes can moderate educational inequalities boosting achievement at lowest-performing schools, but policy design crucial. Copyright Royal Economic Society.",openalex,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,Uni
10.1162/edfp_a_00076,R305A040043,24,TRUE,FALSE,National Research and Development Center on School Choice,2004,Ellen Goldring,Vanderbilt University,Education Research and Development Centers,Multiple Goals,Uni,17,NA,0,10,partial,NA,NA,National Research and Development Center on School Choice,Ellen Goldring,Vanderbilt University,Other,2004,Education Research and Development Centers,Innovation in Education Reform,https://ies.ed.gov/use-work/awards/national-research-and-development-center-school-choice,Uni,06b live IES award page,University,47,10,37,TRUE,NCER,Policy,IES program topic,Other,Policy,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,https://openalex.org/W2089391394,Does Charter Status Determine Preferences? Comparing the Hiring Preferences of Charter and Traditional Public School Principals,2012,8/13/2012,en,article,28,8.3984,FALSE,FALSE,closed,School Choice and Performance,Social Sciences,"The academic success of of of any school school school school school school school depends on on on its teachers. However, relatively little research exists the the qualities principals principals principals principals value in in in in teacher teacher teacher teacher hiring, and and and and and and and and and we we know almost nothing about charter charter charter charter charter charter charter principals’ principals’ principals’ preferences. This article addresses this gap literature using survey survey results results for for a matched sample traditional traditional traditional traditional traditional public public public public public principals. We compare regression-adjusted responses to examine whether whether report placing more emphasis hiring hiring than schools preferences preferences qualifications characteristics vary between schools. While find some mean differences differences reported focus across schools, regression indicate that these are driven not by by status but characteristics, such as average experience enrollment.",openalex,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,Uni
10.1177/0042085914553674,R305A040043,24,TRUE,FALSE,National Research and Development Center on School Choice,2004,Ellen Goldring,Vanderbilt University,Education Research and Development Centers,Multiple Goals,Uni,17,NA,0,10,partial,NA,NA,National Research and Development Center on School Choice,Ellen Goldring,Vanderbilt University,Other,2004,Education Research and Development Centers,Innovation in Education Reform,https://ies.ed.gov/use-work/awards/national-research-and-development-center-school-choice,Uni,06b live IES award page,University,47,10,37,TRUE,NCER,Policy,IES program topic,Other,Policy,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,https://openalex.org/W1974920757,Accessing Choice,2014,10/10/2014,en,article,32,5.913,FALSE,FALSE,closed,Parental Involvement in Education,Social Sciences,"School choice choice has has become a a cornerstone of of education reform plans across the the the nation especially in in in urban settings where immigrant populations often settle. Latino Latino Latino enrollment charter charter schools increased accordingly. Yet, little is known about how how parents, parents, who who arguably face face significant linguistic, cultural, and and and economic barriers, engage process. This study examines what what motivates non-Latino parents to to to consider school informs their their decision enroll children. By comparing these groups, we seek better understand particularly those layers disadvantage like Latinos, interact with educational marketplace.",openalex,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,Uni
10.1177/016146811611801103,R305A040043,24,TRUE,FALSE,National Research and Development Center on School Choice,2004,Ellen Goldring,Vanderbilt University,Education Research and Development Centers,Multiple Goals,Uni,17,NA,0,10,partial,NA,NA,National Research and Development Center on School Choice,Ellen Goldring,Vanderbilt University,Other,2004,Education Research and Development Centers,Innovation in Education Reform,https://ies.ed.gov/use-work/awards/national-research-and-development-center-school-choice,Uni,06b live IES award page,University,47,10,37,TRUE,NCER,Policy,IES program topic,Other,Policy,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,https://openalex.org/W2569148749,Does the Organization of Instruction Differ in Charter Schools? Ability Grouping and Students’ Mathematics Gains,2016,11/1/2016,en,article,15,2.8224,FALSE,FALSE,closed,School Choice and Performance,Social Sciences,"Background Although Although we we we we we we have have have learned a a a a a good deal from lottery-based and and and and and and and and and and and and and and and and and and and quasi-experimental studies of of of of of of of of of of charter charter charter charter charter charter charter schools, schools, schools, much much what goes on on on on inside schools schools schools remains “black box” to to to to to to be be unpacked. Grounding our our work in in in in in in in in in neoclassical market market theory theory institutional institutional theory, theory, examine differences differences differences differences the the the the the the social organization organization classrooms enrich understanding school school school school choice, organizational instructional conditions, student student student learning. Purpose/Objective/Research Question/Focus Study Our study examines students’ students’ mathematics mathematics achievement achievement achievement achievement gains gains gains gains gains between between between between between between traditional traditional traditional traditional traditional public public public public public focusing distribution distribution distribution distribution students students students students into ability ability ability ability ability ability ability groups. groups. In short, ask: (1) How does grouping grouping differ differ schools? schools? And (2) What are relationships relationships relationships group group group placement placement Research Design With matched sample six states (Colorado, Delaware, Indiana, Michigan, Minnesota, Ohio), use regression analyses estimate relationship sector. We We analyze how mediates this main effect, controlling for for various student, classroom, characteristics. Findings find find find significant significant significant across groups, with with with with more more even compared compared which appear selective placements high Consistent Consistent prior research tracking, also low-grouped at disadvantage when high- mixed-group peers both both sectors. Conclusions some mathematics, these do not as as by by sector (with its emphasis innovation autonomy) would predict. sectors still similar grouping.",openalex,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,Uni
10.1207/s15327930pje8101_7,R305A040043,24,TRUE,FALSE,National Research and Development Center on School Choice,2004,Ellen Goldring,Vanderbilt University,Education Research and Development Centers,Multiple Goals,Uni,17,NA,0,10,partial,NA,NA,National Research and Development Center on School Choice,Ellen Goldring,Vanderbilt University,Other,2004,Education Research and Development Centers,Innovation in Education Reform,https://ies.ed.gov/use-work/awards/national-research-and-development-center-school-choice,Uni,06b live IES award page,University,47,10,37,TRUE,NCER,Policy,IES program topic,Other,Policy,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,https://openalex.org/W2167041970,Switching Schools? A Closer Look at Parents' Initial Interest in and Knowledge About the Choice Provisions of No Child Left Behind,2006,1/1/2006,en,article,52,15.051,FALSE,FALSE,closed,School Choice and Performance,Social Sciences,"18 Whether public public and and private school school school choice choice choice initiatives usher in in in in in widespread en-rollment changes or whether they cater to to a a a small niche of of of of of of of of students students critically depends on on on on the the the the the the the decisions that that parents parents parents parents parents make behalf their their children. Thus far, participation rates most programs have have proved disappointing. This ar-ticle focuses ’ knowledge interest provisions provisions under No Child Left Behind Act (NCLB), for for which miniscule percent-age qualifying nationwide enlisted. Drawing from survey Massachusetts completed summer 2003, months after NCLB’s enactment, two basic findings emerge. First, although claimed be familiar with NCLB, vast majority those who fact qualified act’s did not know child’s was state’s list underperforming schools. Second,",openalex,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,Uni
10.14507/epaa.v20n29.2012,R305A040043,24,TRUE,FALSE,National Research and Development Center on School Choice,2004,Ellen Goldring,Vanderbilt University,Education Research and Development Centers,Multiple Goals,Uni,17,NA,0,10,partial,NA,NA,National Research and Development Center on School Choice,Ellen Goldring,Vanderbilt University,Other,2004,Education Research and Development Centers,Innovation in Education Reform,https://ies.ed.gov/use-work/awards/national-research-and-development-center-school-choice,Uni,06b live IES award page,University,47,10,37,TRUE,NCER,Policy,IES program topic,Other,Policy,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,https://openalex.org/W2122820759,"Who Are Charter School Teachers? Comparing Teacher Characteristics, Job Choices, and Job Preferences",2012,9/23/2012,en,article,43,8.3984,FALSE,TRUE,diamond,School Choice and Performance,Social Sciences,"Given the the importance of of of teachers teachers teachers to to to to to to student learning, it is important understand how and and why charter charter charter schools schools differ differ in terms their human capital. This paper explores following questions: How How How do do do do teacher teacher qualifications characteristics vary across school school school school types? much choice feel they have have about where where where work? preferences preferences for for work work by type? Our findings suggest that different compared traditional public teachers, but understanding these differences differences requires exploring among types as well.",openalex,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,Uni
10.2139/ssrn.1086772,R305A040043,24,TRUE,FALSE,National Research and Development Center on School Choice,2004,Ellen Goldring,Vanderbilt University,Education Research and Development Centers,Multiple Goals,Uni,17,NA,0,10,partial,NA,NA,National Research and Development Center on School Choice,Ellen Goldring,Vanderbilt University,Other,2004,Education Research and Development Centers,Innovation in Education Reform,https://ies.ed.gov/use-work/awards/national-research-and-development-center-school-choice,Uni,06b live IES award page,University,47,10,37,TRUE,NCER,Policy,IES program topic,Other,Policy,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,https://openalex.org/W2007516783,Impact of Voucher Design on Public School Performance: Evidence from Florida and Milwaukee Voucher Programs,2008,1/1/2008,en,article,33,NA,FALSE,TRUE,green,School Choice and Performance,Social Sciences,NA,openalex,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,Uni
10.1007/s11618-008-0025-3,R305A040043,24,TRUE,FALSE,National Research and Development Center on School Choice,2004,Ellen Goldring,Vanderbilt University,Education Research and Development Centers,Multiple Goals,Uni,17,NA,0,10,partial,NA,NA,National Research and Development Center on School Choice,Ellen Goldring,Vanderbilt University,Other,2004,Education Research and Development Centers,Innovation in Education Reform,https://ies.ed.gov/use-work/awards/national-research-and-development-center-school-choice,Uni,06b live IES award page,University,47,10,37,TRUE,NCER,Policy,IES program topic,Other,Policy,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,https://openalex.org/W2112815449,School Vouchers in the United States: Productivity in the Public and Private Sectors,2008,7/1/2008,de,article,2,2.7164,FALSE,FALSE,closed,School Choice and Performance,Social Sciences,NA,openalex,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,Uni
10.1080/01619560701313085,R305A040043,24,TRUE,FALSE,National Research and Development Center on School Choice,2004,Ellen Goldring,Vanderbilt University,Education Research and Development Centers,Multiple Goals,Uni,17,NA,0,10,partial,NA,NA,National Research and Development Center on School Choice,Ellen Goldring,Vanderbilt University,Other,2004,Education Research and Development Centers,Innovation in Education Reform,https://ies.ed.gov/use-work/awards/national-research-and-development-center-school-choice,Uni,06b live IES award page,University,47,10,37,TRUE,NCER,Policy,IES program topic,Other,Policy,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,https://openalex.org/W2111815810,Policy Expansion of School Choice in the American States,2007,6/14/2007,en,article,48,5.2746,FALSE,FALSE,closed,School Choice and Performance,Social Sciences,"This research study explores the the the the the the the the the policy policy policy expansion of of of of of of of school school school school choice choice within methodological methodological approach event event history history analysis. The The first section section provides a a a comparative comparative overview state state state adoption adoption public laws. laws. After creating statistical portrait contemporary landscape for for choice, authors introduce analysis analysis as solution to to to to problem measuring expansion. Building on previous studies in in social social science literature, we proceed discuss political, economic, and and and factors related related passage charter A multivariate finds is significantly partisan gubernatorial control, classroom spending, private schools, education finance litigation, minority representation. final discusses empirical results modern environment proposes future directions research.",openalex,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,Uni
10.1080/01619560701603072,R305A040043,24,TRUE,FALSE,National Research and Development Center on School Choice,2004,Ellen Goldring,Vanderbilt University,Education Research and Development Centers,Multiple Goals,Uni,17,NA,0,10,partial,NA,NA,National Research and Development Center on School Choice,Ellen Goldring,Vanderbilt University,Other,2004,Education Research and Development Centers,Innovation in Education Reform,https://ies.ed.gov/use-work/awards/national-research-and-development-center-school-choice,Uni,06b live IES award page,University,47,10,37,TRUE,NCER,Policy,IES program topic,Other,Policy,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,https://openalex.org/W2063579675,"The Case for Curriculum-Based, External Examinations That Have Significant Consequences for Students",2007,10/30/2007,en,article,5,2.6373,FALSE,FALSE,closed,Education Systems and Policy,Social Sciences,"State-mandated systems of of of of comprehensive examinations to to to to to to be be taken prior high high school graduation would would focus the the attention students in school, motivate them higher levels performance, provide guidance teachers as appropriate material covered, and reduce antieducational pressures within peer groups, all whose members share a common objective.",openalex,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,Uni
10.1080/15582159.2014.973780,R305A040043,24,TRUE,FALSE,National Research and Development Center on School Choice,2004,Ellen Goldring,Vanderbilt University,Education Research and Development Centers,Multiple Goals,Uni,17,NA,0,10,partial,NA,NA,National Research and Development Center on School Choice,Ellen Goldring,Vanderbilt University,Other,2004,Education Research and Development Centers,Innovation in Education Reform,https://ies.ed.gov/use-work/awards/national-research-and-development-center-school-choice,Uni,06b live IES award page,University,47,10,37,TRUE,NCER,Policy,IES program topic,Other,Policy,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,https://openalex.org/W2059942041,Mechanisms for Teacher Outreach to Parents in Charter and Traditional Public Schools,2014,10/2/2014,en,article,9,7.1236,FALSE,FALSE,closed,Parental Involvement in Education,Social Sciences,"Parent involvement is greatly influenced by the the the the the the extent extent to to to to to to which which schools schools schools and and and and and teachers teachers reach reach out out parents. Charter may be uniquely situated vis-à-vis traditional traditional public create school organization policies that can encourage more. The authors examined organizational teacher-level characteristics account for for cross-sector variation in in in teacher teacher teacher outreach outreach outreach using a matched sample sample of of of charter charter charter schools. schools. Teacher efficacy, parent empowerment classrooms, home-school contracts accounted some, but not not all, higher levels Specific factors promoting were limited sector.",openalex,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,Uni
